date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2024-02-08,214824,75954,138870,206908908,124754520,331663428,55797,10372,66169
2024-02-09,220230,78712,141518,209816240,120520845,330337085,69271,10988,80259
2024-02-10,213407,76088,137319,192830450,109125747,301956197,67309,10800,78109
2024-02-11,193284,66410,126874,171871372,81745676,253617048,60744,9292,70036
2024-02-12,210235,73191,137044,203685510,106842368,310527878,62470,10423,72893
2024-02-13,206727,73954,132773,201198317,108175946,309374263,62359,9836,72195
2024-02-14,212039,74157,137882,202928918,104221954,307150872,68570,10247,78817
2024-02-15,214600,75775,138825,204583005,115492101,320075106,69611,10735,80346
2024-02-16,211180,74858,136322,192763775,113530609,306294384,66890,9915,76805
2024-02-17,202536,76134,126402,185819464,112404316,298223780,57535,9645,67180
2024-02-18,189060,65247,123813,165080733,81490377,246571110,55378,8473,63851
2024-02-19,202578,69568,133010,193880685,99758781,293639466,64138,9645,73783
2024-02-20,185213,63993,121220,177461401,105405247,282866648,58872,8416,67288
2024-02-21,209807,72031,137776,198442780,118969845,317412625,63251,9674,72925
2024-02-22,209651,73039,136612,196212885,119116037,315328922,64469,9946,74415
2024-02-23,211215,74909,136306,196626433,114511412,311137845,65843,10113,75956
2024-02-24,199303,71110,128193,174681758,100405777,275087535,62421,9929,72350
2024-02-25,184801,61725,123076,169592299,79470373,249062672,60274,9207,69481
2024-02-26,199927,69307,130620,186305589,95853002,282158591,65909,10163,76072
2024-02-27,201211,71685,129526,190344937,109653081,299998018,68275,10410,78685
2024-02-28,205481,72529,132952,192737396,108604750,301342146,68414,10497,78911
2024-02-29,209697,73274,136423,204652741,102605645,307258386,69350,10692,80042
2024-03-01,219738,82078,137660,203987528,148655951,352643479,66178,10363,76541
2024-03-02,217652,82262,135390,200215997,136622509,336838506,62616,10194,72810
2024-03-03,203836,73009,130827,177088566,105651615,282740181,60582,9063,69645
2024-03-04,225353,81867,143486,205008943,129843691,334852634,71805,10570,82375
2024-03-05,223060,83067,139993,203472484,141361218,344833702,67906,10099,78005
2024-03-06,224359,82036,142323,222441679,155549096,377990775,71103,9926,81029
2024-03-07,212884,79403,133481,204815792,142173686,346989478,63270,9762,73032
2024-03-08,188750,70050,118700,168816536,116572557,285389093,60923,8887,69810
2024-03-09,207775,79671,128104,185800887,126384754,312185641,62032,9850,71882
2024-03-10,200435,72180,128255,170776298,97101454,267877752,60687,9010,69697
2024-03-11,221254,79569,141685,200542365,118817882,319360247,65661,10410,76071
2024-03-12,226489,80715,145774,215678860,133775313,349454173,66951,10689,77640
2024-03-13,224881,82468,142413,214062383,143802615,357864998,69994,10875,80869
2024-03-14,232600,84977,147623,230838003,151222570,382060573,73362,11182,84544
2024-03-15,230443,83532,146911,219435725,142256309,361692034,71365,10885,82250
2024-03-16,229969,83456,146513,217242746,127767243,345009989,74296,11368,85664
2024-03-17,207370,74849,132521,180672004,99415586,280087590,68268,10182,78450
2024-03-18,234599,82501,152098,221016877,121350949,342367826,76609,11540,88149
2024-03-19,238982,83636,155346,236488710,136331912,372820622,80585,12012,92597
2024-03-20,236521,82853,153668,227167813,131695608,358863421,79400,11573,90973
2024-03-21,249175,87895,161280,243915182,142747757,386662939,83693,12352,96045
2024-03-22,246908,87390,159518,269016837,137763745,406780582,85171,12341,97512
2024-03-23,246233,88994,157239,233230182,124335037,357565219,83208,12183,95391
2024-03-24,191494,64478,127016,171570101,72135087,243705188,64684,9051,73735
2024-03-25,162477,52148,110329,144573631,54415787,198989418,43339,7358,50697
2024-03-26,183510,62881,120629,151942735,73930125,225872860,51422,8135,59557
2024-03-27,225418,78437,146981,219716549,105620392,325336941,73692,10831,84523
2024-03-28,233365,81421,151944,236824088,116241532,353065620,77143,11370,88513
2024-03-29,235547,80115,155432,227528178,109357496,336885674,72274,10963,83237
2024-03-30,227159,77887,149272,230210817,107378678,337589495,73124,11195,84319
2024-03-31,206483,69515,136968,193639700,84504835,278144535,65377,9798,75175
2024-04-01,228485,79202,149283,217695195,106517796,324212991,76975,11004,87979
2024-04-02,227837,77650,150187,231761203,120171582,351932785,76230,10789,87019
2024-04-03,224668,79167,145501,216061500,119529082,335590582,72489,10403,82892
2024-04-04,235750,79291,156459,238739113,123081861,361820974,83143,11614,94757
2024-04-05,232486,77687,154799,232461342,113442285,345903627,77276,10626,87902
2024-04-06,231392,78514,152878,233445135,109073582,342518717,74799,10857,85656
2024-04-07,203991,68330,135661,196278914,81435087,277714001,65236,9316,74552
2024-04-08,230204,75279,154925,233493763,102822555,336316318,80154,11479,91633
2024-04-09,212631,70629,142002,226224534,97207703,323432237,74443,10995,85438
2024-04-10,222867,70485,152382,231221264,103757278,334978542,73990,10163,84153
2024-04-11,199840,64730,135110,193338955,83447483,276786438,69701,9078,78779
2024-04-12,228401,74822,153579,235792128,98887295,334679423,84352,11243,95595
2024-04-13,216143,72812,143331,205509665,92315605,297825270,76910,10420,87330
2024-04-14,184113,60182,123931,169762963,67619547,237382510,64648,8818,73466
2024-04-15,220333,69584,150749,220915487,89602137,310517624,83777,10881,94658
2024-04-16,211004,67728,143276,215519847,93117711,308637558,79259,10439,89698
2024-04-17,180366,57610,122756,183396170,74433376,257829546,69455,9309,78764
2024-04-18,180317,57959,122358,191813776,85149338,276963114,75308,10088,85396
2024-04-19,175461,57276,118185,183555325,82085260,265640585,73709,9952,83661
2024-04-20,196695,65487,131208,193312601,82650707,275963308,75007,10625,85632
2024-04-21,198948,63626,135322,185988610,71492894,257481504,72132,9232,81364
2024-04-22,204012,69819,134193,197839657,88569326,286408983,71351,10137,81488
2024-04-23,193995,64373,129622,197991532,90430815,288422347,69589,9527,79116
2024-04-24,197572,63612,133960,203843968,93879017,297722985,69609,9806,79415
2024-04-25,193973,60637,133336,198099700,86948366,285048066,67212,9501,76713
2024-04-26,184708,58532,126176,193407115,87085656,280492771,59094,8489,67583
2024-04-27,207419,66833,140586,210823915,86950784,297774699,70012,9955,79967
2024-04-28,198604,64475,134129,197793238,73433875,271227113,67548,9238,76786
2024-04-29,205484,69192,136292,195616904,83064701,278681605,71420,9866,81286
2024-04-30,217052,71989,145063,223303984,92467988,315771972,72011,10363,82374
2024-05-01,227166,75834,151332,220621694,99806340,320428034,80379,10481,90860
2024-05-02,232056,78461,153595,226651097,110673484,337324581,74591,10555,85146
2024-05-03,228813,77133,151680,220557486,115435429,335992915,77058,10552,87610
2024-05-04,224717,76227,148490,230000877,102617112,332617989,69096,10896,79992
2024-05-05,195774,62923,132851,178796472,135710584,314507056,60710,8661,69371
2024-05-06,200134,65907,134227,199319296,95838369,295157665,61247,9020,70267
2024-05-07,193230,63783,129447,189632503,99905349,289537852,59616,8399,68015
2024-05-08,211449,69883,141566,212114953,104117248,316232201,67686,9529,77215
2024-05-09,211348,71868,139480,210815977,111728685,322544662,67848,9493,77341
2024-05-10,199226,67206,132020,196889727,101260779,298150506,61137,8905,70042
2024-05-11,197613,67697,129916,183247155,89399249,272646404,62072,8563,70635
2024-05-12,190959,61557,129402,183983962,74932400,258916362,61632,8608,70240
2024-05-13,202256,68227,134029,209284181,98771430,308055611,67498,9410,76908
2024-05-14,203640,68581,135059,217983897,106844023,324827920,68388,9318,77706
2024-05-15,217485,71845,145640,227055479,110454176,337509655,70521,9598,80119
2024-05-16,215396,72108,143288,215944543,105823756,321768299,68563,9138,77701
2024-05-17,208622,71672,136950,207108170,108700333,315808503,64501,8425,72926
2024-05-18,208494,72958,135536,206316608,99645511,305962119,62316,9149,71465
2024-05-19,188899,64754,124145,174673187,77490435,252163622,54179,7397,61576
2024-05-20,186945,64676,122269,181224970,89555534,270780504,56150,8080,64230
2024-05-21,204550,68740,135810,203515973,105324089,308840062,66529,9072,75601
2024-05-22,193450,67438,126012,185301913,100982596,286284509,63508,8369,71877
2024-05-23,181921,62764,119157,165485340,87726647,253211987,60689,7913,68602
2024-05-24,191063,63797,127266,177289248,92381733,269670981,61877,7997,69874
2024-05-25,195900,66882,129018,171174939,88556185,259731124,58014,7852,65866
2024-05-26,179508,59255,120253,156970054,70051354,227021408,53008,6748,59756
2024-05-27,205285,67925,137360,206238465,92894403,299132868,67927,8788,76715
2024-05-28,200270,67385,132885,209548782,104898679,314447461,69220,9138,78358
2024-05-29,199523,66649,132874,214685050,105047822,319732872,66492,9136,75628
2024-05-30,196841,66870,129971,206241190,104111099,310352289,65446,9216,74662
2024-05-31,198148,66115,132033,214651765,98421744,313073509,63790,8835,72625
2024-06-01,207246,72508,134738,213445476,106293867,319739343,69250,9114,78364
2024-06-02,209095,70501,138594,190345010,89488491,279833501,67228,8384,75612
2024-06-03,214961,71295,143666,222568709,102553780,325122489,73703,9431,83134
2024-06-04,155543,49435,106108,172222581,85054090,257276671,57259,7686,64945
2024-06-05,229610,76414,153196,240703501,120213063,360916564,76815,9833,86648
2024-06-06,234226,76865,157361,237964340,128326534,366290874,81187,9935,91122
2024-06-07,232412,78268,154144,233087352,126008401,359095753,76978,9397,86375
2024-06-08,223370,76521,146849,210169939,109940051,320109990,73197,9535,82732
2024-06-09,190880,64655,126225,168293786,84143358,252437144,58758,7370,66128
2024-06-10,220884,72459,148425,224604419,109432472,334036891,75451,9218,84669
2024-06-11,236392,75819,160573,252638105,126098511,378736616,85398,10219,95617
2024-06-12,233007,75161,157846,250841997,126960084,377802081,83749,10182,93931
2024-06-13,237233,75041,162192,255516920,127305048,382821968,83428,10111,93539
2024-06-14,237095,76282,160813,248744647,125186983,373931630,83400,9685,93085
2024-06-15,241666,78431,163235,235194796,111413959,346608755,81409,10107,91516
2024-06-16,209973,66440,143533,196999294,142035443,339034737,69260,8279,77539
2024-06-17,204682,61460,143222,202111725,75911426,278023151,53177,7640,60817
2024-06-18,223850,71429,152421,226705583,105661967,332367550,74898,8871,83769
2024-06-19,228091,73985,154106,240535402,121937766,362473168,80214,9572,89786
2024-06-20,230905,73778,157127,241306350,116205239,357511589,83845,9801,93646
2024-06-21,215160,68873,146287,222768037,116231168,338999205,76410,9060,85470
2024-06-22,232213,74707,157506,232384063,110412644,342796707,85299,10210,95509
2024-06-23,215403,67287,148116,206267836,83295137,289562973,78416,9241,87657
2024-06-24,231327,71823,159504,234213594,106532082,340745676,85439,10181,95620
2024-06-25,231698,70733,160965,245034402,112715944,357750346,88388,10213,98601
2024-06-26,215474,68607,146867,224095202,110615419,334710621,74872,9060,83932
2024-06-27,224925,70335,154590,226170213,107518287,333688500,77889,9382,87271
2024-06-28,213887,68143,145744,202169222,94801793,296971015,68301,8228,76529
2024-06-29,226458,71419,155039,216502789,91513034,308015823,79334,9342,88676
2024-06-30,205914,61889,144025,186587715,70057735,256645450,72746,8325,81071
2024-07-01,228507,71759,156748,209386805,98788095,308174900,81707,9245,90952
2024-07-02,228468,75488,152980,220221020,115445766,335666786,78137,9113,87250
2024-07-03,230802,75902,154900,219109235,119579380,338688615,80350,9481,89831
2024-07-04,238333,75558,162775,241583570,118575690,360159260,82331,9423,91754
2024-07-05,230206,71805,158401,235486811,110549336,346036147,78020,9160,87180
2024-07-06,227235,71813,155422,226988131,99832474,326820605,82937,9392,92329
2024-07-07,203253,60184,143069,198285763,73787629,272073392,75444,8174,83618
2024-07-08,244221,72592,171629,256487680,106059886,362547566,93497,10260,103757
2024-07-09,230801,71268,159533,247292863,115817086,363109949,82356,9435,91791
2024-07-10,224599,69541,155058,246730123,112707201,359437324,88209,9549,97758
2024-07-11,216531,67390,149141,237042021,110830393,347872414,82103,9211,91314
2024-07-12,241900,73697,168203,265568788,111629689,377198477,92177,10312,102489
2024-07-13,230660,73020,157640,244138412,107166464,351304876,83935,9470,93405
2024-07-14,215975,64623,151352,208875678,81026116,289901794,78342,8690,87032
2024-07-15,217947,64940,153007,234356642,101442105,335798747,87967,9419,97386
2024-07-16,228031,67525,160506,247988626,105512415,353501041,87109,9458,96567
2024-07-17,210676,61959,148717,215633996,90531680,306165676,65639,8630,74269
2024-07-18,226981,68967,158014,246821389,109469215,356290604,83420,9274,92694
2024-07-19,248437,74874,173563,260595266,118356568,378951834,85102,9197,94299
2024-07-20,254859,79252,175607,259417816,108643903,368061719,85917,9528,95445
2024-07-21,214032,65117,148915,202746186,78545036,281291222,71283,7723,79006
2024-07-22,225823,69342,156481,219949383,100022643,319972026,74028,7840,81868
2024-07-23,224452,71718,152734,234068369,113034273,347102642,71658,7901,79559
2024-07-24,226802,72602,154200,230964503,113131140,344095643,71904,8025,79929
2024-07-25,226107,71804,154303,236434100,108045372,344479472,76309,8350,84659
2024-07-26,225340,70931,154409,228882311,105404247,334286558,73415,8080,81495
2024-07-27,223895,72211,151684,213946354,93710449,307656803,70806,8015,78821
2024-07-28,211907,66025,145882,189734559,77360108,267094667,60849,6983,67832
2024-07-29,208593,65023,143570,208749656,89042454,297792110,66991,7416,74407
2024-07-30,215061,65986,149075,228368110,98440731,326808841,66920,7342,74262
2024-07-31,190247,60385,129862,182335746,87721251,270056997,56475,6451,62926
2024-08-01,215563,69389,146174,206702213,108019420,314721633,65183,6853,72036
2024-08-02,222431,71006,151425,216186510,113140407,329326917,68712,7147,75859
2024-08-03,222234,73180,149054,218235786,342038216,560274002,68015,7724,75739
2024-08-04,205533,65895,139638,191768234,84769102,276537336,62316,6956,69272
2024-08-05,229105,73344,155761,242068816,114573864,356642680,71268,7753,79021
2024-08-06,233952,75803,158149,254013488,124681408,378694896,79715,8495,88210
2024-08-07,237687,76407,161280,262195043,133888155,396083198,77978,8274,86252
2024-08-08,246650,76628,170022,273862145,128128426,401990571,85975,9113,95088
2024-08-09,231599,73570,158029,253780297,120575452,374355749,82081,8724,90805
2024-08-10,247726,76871,170855,262693593,109275299,371968892,90738,9774,100512
2024-08-11,209663,65159,144504,200434658,84619843,285054501,67879,7215,75094
2024-08-12,227515,70370,157145,243252972,107736485,350989457,78187,8416,86603
2024-08-13,229670,72211,157459,243649563,131677252,375326815,81420,8477,89897
2024-08-14,228895,68903,159992,255235004,113526296,368761300,89713,9559,99272
2024-08-15,164153,48884,115269,148489440,57774602,206264042,55758,5419,61177
2024-08-16,245648,74988,170660,272434033,114038988,386473021,91968,9626,101594
2024-08-17,232773,73350,159423,255083122,104283464,359366586,83076,9081,92157
2024-08-18,216109,64682,151427,216852524,81766933,298619457,77958,8374,86332
2024-08-19,195626,57470,138156,190072417,67797152,257869569,68990,7730,76720
2024-08-20,232573,69109,163464,246840286,98456701,345296987,84841,9202,94043
2024-08-21,223640,66613,157027,250033138,109901999,359935137,80471,9064,89535
2024-08-22,243369,73232,170137,282287356,119384345,401671701,92003,10128,102131
2024-08-23,232912,71642,161270,255932398,116698656,372631054,81654,8942,90596
2024-08-24,236413,73344,163069,257348359,109640268,366988627,84090,10017,94107
2024-08-25,210314,65385,144929,209893137,83862316,293755453,73383,8021,81404
2024-08-26,200983,60549,140434,208804108,75107711,283911819,65473,7243,72716
2024-08-27,221095,66872,154223,239869538,97119341,336988879,72420,7956,80376
2024-08-28,217788,66791,150997,245405391,164382435,409787826,79845,8584,88429
2024-08-29,210063,63656,146407,232992393,102103585,335095978,79257,8348,87605
2024-08-30,223313,70223,153090,257643259,106579745,364223004,83533,9122,92655
2024-08-31,220542,69683,150859,256695202,97905079,354600281,77785,8790,86575
2024-09-01,213523,67444,146079,209088127,84974694,294062821,76968,7751,84719
2024-09-02,237513,73062,164451,270080652,110946983,381027635,90529,9078,99607
2024-09-03,242696,74988,167708,277009596,122763045,399772641,94013,9477,103490
2024-09-04,224490,71023,153467,251877547,118382215,370259762,83646,8845,92491
2024-09-05,241036,73702,167334,276000483,119877256,395877739,90257,9245,99502
2024-09-06,225307,70658,154649,240952227,118783729,359735956,80224,8330,88554
2024-09-07,219738,68618,151120,240933596,98410000,339343596,85103,9097,94200
2024-09-08,211995,66005,145990,227771562,84412241,312183803,83834,8593,92427
2024-09-09,218886,68533,150353,237969797,100206230,338176027,89328,9007,98335
2024-09-10,226030,70664,155366,263460177,113953906,377414083,89921,8939,98860
2024-09-11,216973,67762,149211,251481883,112774640,364256523,89601,8903,98504
2024-09-12,214417,69197,145220,236934838,114317351,351252189,79017,8301,87318
2024-09-13,215264,68785,146479,235869004,116446778,352315782,72183,8167,80350
2024-09-14,226606,71401,155205,244739159,107393186,352132345,89243,9387,98630
2024-09-15,203380,59220,144160,216311277,78500763,294812040,83112,8390,91502
2024-09-16,200988,60786,140202,218974577,87821630,306796207,73125,7833,80958
2024-09-17,193230,57615,135615,212999391,84789824,297789215,69685,7426,77111
2024-09-18,211485,67500,143985,225958087,110901567,336859654,71893,7900,79793
2024-09-19,243377,74302,169075,269856335,122537465,392393800,92252,9452,101704
2024-09-20,245315,74547,170768,274962423,125729795,400692218,91953,9210,101163
2024-09-21,240737,75669,165068,255068290,107753399,362821689,76374,8302,84676
2024-09-22,222967,68196,154771,233444792,87347190,320791982,82656,8010,90666
2024-09-23,239364,74093,165271,273100245,104833641,377933886,77032,9468,86500
2024-09-24,238259,73161,165098,273910126,117725546,391635672,87487,9174,96661
2024-09-25,231894,72388,159506,270346858,116216084,386562942,83905,8664,92569
2024-09-26,226225,70701,155524,255947956,106835007,362782963,78505,8727,87232
2024-09-27,225048,71040,154008,250576796,105880710,356457506,80437,9047,89484
2024-09-28,230343,73696,156647,243505798,100528629,344034427,80156,9146,89302
2024-09-29,215589,67441,148148,218225436,82993160,301218596,76952,8062,85014
2024-09-30,233813,73132,160681,253465664,99897849,353363513,86147,8830,94977
2024-10-01,221005,68019,152986,245216897,108075719,353292616,84855,9377,94232
2024-10-02,224189,72773,151416,243271460,103656189,346927649,81893,8959,90852
2024-10-03,243884,72085,171799,285517172,115998676,401515848,85718,9339,95057
2024-10-04,253179,75759,177420,295586770,125253109,420839879,92406,10129,102535
2024-10-05,246858,76445,170413,281731428,119896963,401628391,89099,9375,98474
2024-10-06,219152,66375,152777,235236243,91694270,326930513,80972,8582,89554
2024-10-07,250608,75651,174957,288423193,126105881,414529074,89876,9562,99438
2024-10-08,243070,74666,168404,288551903,130441618,418993521,87641,8724,96365
2024-10-09,245724,76301,169423,283460308,135100403,418560711,90020,9715,99735
2024-10-10,245970,76780,169190,287314376,129109117,416423493,93165,9215,102380
2024-10-11,222930,68643,154287,260060125,99009780,359069905,90376,8930,99306
2024-10-12,209250,61764,147486,240939295,74230714,315170009,81358,8540,89898
2024-10-13,215186,61593,153593,244697448,74807820,319505268,86091,8171,94262
2024-10-14,231939,68151,163788,283667824,105116081,388783905,92851,9337,102188
2024-10-15,230557,67644,162913,284616300,118146405,402762705,95973,9256,105229
2024-10-16,238243,68717,169526,286269823,118571064,404840887,88046,9084,97130
2024-10-17,251494,75815,175679,304368411,128244097,432612508,92812,9607,102419
2024-10-18,262834,80715,182119,314406129,142505249,456911378,96349,9691,106040
2024-10-19,257096,79090,178006,306478747,132825198,439303945,93345,9510,102855
2024-10-20,226377,68048,158329,237515511,86631976,324147487,75312,7802,83114
2024-10-21,249975,76672,173303,298032743,122842065,420874808,84293,8648,92941
2024-10-22,253326,79567,173759,304862986,141903394,446766380,88267,9287,97554
2024-10-23,261278,80709,180569,327116150,143586225,470702375,88632,9367,97999
2024-10-24,255930,79136,176794,312076872,133974606,446051478,88887,8957,97844
2024-10-25,242721,74532,168189,301015864,123601867,424617731,86626,8926,95552
2024-10-26,252713,79199,173514,306051997,118842529,424894526,93948,9183,103131
2024-10-27,229345,70950,158395,273261194,88050307,361311501,84532,8263,92795
2024-10-28,241849,74606,167243,306065662,108426234,414491896,93166,9164,102330
2024-10-29,215471,65614,149857,275485540,95769024,371254564,79463,7901,87364
2024-10-30,200341,59270,141071,254505765,83429471,337935236,74245,7496,81741
2024-10-31,140691,39163,101528,160920321,42278382,203198703,51763,5150,56913
2024-11-01,191462,57482,133980,222737704,78140180,300877884,65129,5952,71081
2024-11-02,243040,70716,172324,287555090,87015883,374570973,87949,8361,96310
2024-11-03,242004,67764,174240,296487483,76478980,372966463,93881,8328,102209
2024-11-04,267975,76293,191682,360534990,114891565,475426555,108495,9528,118023
2024-11-05,280284,80378,199906,383588101,141236394,524824495,107779,9714,117493
2024-11-06,283776,83904,199872,384915041,147164301,532079342,116235,10103,126338
2024-11-07,258982,76811,182171,340440896,130989640,471430536,112125,9337,121462
2024-11-08,267724,82164,185560,337371334,135156834,472528168,110255,9388,119643
2024-11-09,286740,85419,201321,349737754,126305616,476043370,111736,9875,121611
2024-11-10,270624,78203,192421,317319311,97757446,415076757,104620,8718,113338
2024-11-11,294651,83893,210758,367985050,130073356,498058406,119180,9658,128838
2024-11-12,276286,78387,197899,364255441,139670348,503925789,114259,9298,123557
2024-11-13,285907,84111,201796,379236438,143964994,523201432,111016,9891,120907
2024-11-14,272520,79972,192548,360761579,141333472,502095051,113459,9555,123014
2024-11-15,268287,80489,187798,340260293,134576648,474836941,106209,9339,115548
2024-11-16,283526,83499,200027,373691005,207700517,581391522,112488,9910,122398
2024-11-17,271760,77031,194729,333649608,105372287,439021895,110046,9417,119463
2024-11-18,286688,82895,203793,374286146,130906391,505192537,118668,10394,129062
2024-11-19,295382,83903,211479,393743345,140991241,534734586,122091,10745,132836
2024-11-20,294187,85359,208828,384390545,143763283,528153828,119260,10187,129447
2024-11-21,300821,85921,214900,384635464,154419117,539054581,118963,9827,128790
2024-11-22,306500,87742,218758,381545193,148302324,529847517,119215,10354,129569
2024-11-23,292464,87272,205192,352728809,132060653,484789462,115139,10371,125510
2024-11-24,268434,75231,193203,308122919,96283887,404406806,102374,8562,110936
2024-11-25,287667,80721,206946,359705257,127361618,487066875,115998,9893,125891
2024-11-26,280952,78216,202736,419555862,138107954,557663816,125783,10904,136687
2024-11-27,303156,86640,216516,450166958,147107541,597274499,131992,11373,143365
2024-11-28,296184,82312,213872,440380503,138101364,578481867,130159,10644,140803
2024-11-29,297645,80714,216931,451088717,127998141,579086858,136032,10716,146748
2024-11-30,267802,73336,194466,417675223,112590697,530265920,123931,10019,133950
2024-12-01,237392,71156,166236,349292007,97700237,446992244,104163,8439,112602
2024-12-02,254183,74197,179986,384170792,127756959,511927751,103364,9051,112415
2024-12-03,267230,78462,188768,391918549,146413460,538332009,113409,9153,122562
2024-12-04,266905,80058,186847,405948997,144829080,550778077,112507,9418,121925
2024-12-05,262270,80050,182220,383725150,146926019,530651169,105341,9087,114428
2024-12-06,252366,76875,175491,319925339,133330186,453255525,102669,8598,111267
2024-12-07,255466,78890,176576,312856888,121144489,434001377,98678,8862,107540
2024-12-08,237177,69939,167238,281651041,88633179,370284220,93569,7727,101296
2024-12-09,258293,76788,181505,328117681,126674543,454792224,101842,8398,110240
2024-12-10,264246,79574,184672,347202472,137763529,484966001,105760,9272,115032
2024-12-11,259177,79891,179286,343829524,138202545,482032069,102548,8950,111498
2024-12-12,228924,68965,159959,321508269,126948410,448456679,101294,8912,110206
2024-12-13,239229,73445,165784,315413721,125552083,440965804,99164,8701,107865
2024-12-14,243277,75645,167632,276709084,105229786,381938870,98567,9251,107818
2024-12-15,237319,69978,167341,272419200,83578485,355997685,97193,8278,105471
2024-12-16,258914,78210,180704,338941472,117704016,456645488,105196,9063,114259
2024-12-17,261572,78226,183346,385143219,133599517,518742736,107673,8749,116422
2024-12-18,261867,78195,183672,401838849,140600720,542439569,107332,9196,116528
2024-12-19,267787,79264,188523,404659740,136169136,540828876,107377,9448,116825
2024-12-20,259021,74433,184588,382285826,125277799,507563625,102860,8841,111701
2024-12-21,271985,82375,189610,374400709,120904970,495305679,107967,9140,117107
2024-12-22,253967,75532,178435,342001681,93323745,435325426,95106,7942,103048
2024-12-23,265467,80201,185266,379476800,126554512,506031312,100954,8371,109325
2024-12-24,262890,81283,181607,382325973,130612601,512938574,102894,8741,111635
2024-12-25,252525,75177,177348,323868945,100801299,424670244,100476,8116,108592
2024-12-26,267904,80422,187482,351437473,126171891,477609364,106175,8247,114422
2024-12-27,225594,72809,152785,220457143,105056542,325513685,72078,5401,77479
2024-12-28,243124,75529,167595,290576653,100260018,390836671,87075,6656,93731
2024-12-29,239056,73065,165991,273048044,85546066,358594110,90440,7533,97973
2024-12-30,246120,76591,169529,304716260,102202312,406918572,94618,8226,102844
2024-12-31,173951,51576,122375,220199376,84196520,304395896,65599,5642,71241
2025-01-01,218265,61320,156945,269867081,84739970,354607051,91746,7526,99272
2025-01-02,262483,80626,181857,321218288,126168874,447387162,98031,7934,105965
2025-01-03,273327,86205,187122,326332498,146952218,473284716,97289,8145,105434
2025-01-04,271942,86558,185384,346574579,132509054,479083633,96646,8540,105186
2025-01-05,262272,78589,183683,298153929,99933730,398087659,93579,7696,101275
2025-01-06,284360,84051,200309,353697890,128925269,482623159,115136,8541,123677
2025-01-07,271518,82444,189074,339343194,137989092,477332286,107189,8340,115529
2025-01-08,277421,85595,191826,351933602,145840311,497773913,103610,9035,112645
2025-01-09,284496,84613,199883,366984348,141327511,508311859,110916,9010,119926
2025-01-10,274888,82804,192084,366132353,131885920,498018273,107857,8618,116475
2025-01-11,269840,81101,188739,349857982,109936308,459794290,107285,8348,115633
2025-01-12,252376,72407,179969,321620101,90466475,412086576,102956,7764,110720
2025-01-13,260226,72966,187260,353277185,104995517,458272702,111711,8035,119746
2025-01-14,222175,59845,162330,321638654,90485421,412124075,102396,7609,110005
2025-01-15,245724,68868,176856,346350408,106194376,452544784,102668,7939,110607
2025-01-16,264069,76533,187536,372704333,120261559,492965892,104734,8452,113186
2025-01-17,274379,80777,193602,352122864,127542335,479665199,110256,8341,118597
2025-01-18,277542,80775,196767,335603993,118664582,454268575,107290,8229,115519
2025-01-19,265299,74422,190877,323389909,88654310,412044219,105347,7712,113059
2025-01-20,276917,82410,194507,336460514,116390094,452850608,102388,8081,110469
2025-01-21,272720,81894,190826,333456393,127452886,460909279,105587,8046,113633
2025-01-22,273270,81167,192103,339926238,122228906,462155144,102728,8009,110737
2025-01-23,264748,79985,184763,307926848,112114410,420041258,94221,7323,101544
2025-01-24,276803,81496,195307,355081555,120337825,475419380,104418,8261,112679
2025-01-25,272892,81776,191116,329928258,108615892,438544150,101421,8143,109564
2025-01-26,191070,52652,138418,197143930,55468475,252612405,68579,5110,73689
2025-01-27,275008,81825,193183,342328719,110925699,453254418,104522,8117,112639
2025-01-28,274454,81962,192492,340997015,118669744,459666759,102099,7726,109825
2025-01-29,281583,83897,197686,350757286,121775209,472532495,104837,8103,112940
2025-01-30,270801,80442,190359,352094597,108429767,460524364,99809,8368,108177
2025-01-31,265387,78456,186931,340146605,107194370,447340975,98305,8287,106592
2025-02-01,268141,82917,185224,330417872,120494676,450912548,107568,7939,115507
2025-02-02,250609,73996,176613,292803815,92952554,385756369,95876,6875,102751
2025-02-03,273454,80759,192695,337155036,116833746,453988782,111337,7616,118953
2025-02-04,266475,80031,186444,320217101,126818538,447035639,110363,7479,117842
2025-02-05,276780,83709,193071,330639462,135046461,465685923,114208,7867,122075
2025-02-06,264608,82042,182566,326800677,136221982,463022659,105496,7490,112986
2025-02-07,268211,80085,188126,343239061,126672491,469911552,108577,7775,116352
2025-02-08,260195,79413,180782,307085039,104362117,411447156,101979,7602,109581
2025-02-09,244444,72755,171689,288094887,89828053,377922940,98911,7236,106147
2025-02-10,269892,79842,190050,337108050,119043588,456151638,114378,7933,122311
2025-02-11,272736,80803,191933,361574049,138450939,500024988,112691,7586,120277
2025-02-12,268772,80403,188369,352196709,132442297,484639006,107336,7561,114897
2025-02-13,267545,80498,187047,354749409,126114209,480863618,105300,7306,112606
2025-02-14,272413,81446,190967,350601999,134627710,485229709,102973,7189,110162
2025-02-15,300480,89339,211141,366271339,127310190,493581529,117524,8826,126350
2025-02-16,266530,75877,190653,306393614,97528381,403921995,104141,6889,111030
2025-02-17,287878,81544,206334,368949750,129093919,498043669,115759,8076,123835
